Accession,STD Annot.,Curated Loc.
AT5G08690.1,"Encodes the mitochondrial ATP synthase beta-subunit. This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",mitochondria
AT5G08740.1,NAD(P)H dehydrogenase C1,plastoglobules; mitochondria
AT5G09230.1,"Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).",mitochondria
AT5G09230.2,"Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).",mitochondria
AT5G09230.3,"Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).",mitochondria
AT5G09230.4,"Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).",mitochondria
AT5G09230.5,sirtuin 2,mitochondria
AT5G09230.6,"Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).",mitochondria
AT5G09420.1,translocon at the outer membrane of chloroplasts 64-V,mitochondria
AT5G09590.1,mitochondrial HSO70 2,mitochondria
AT5G09950.1,Tetratricopeptide repeat (TPR)-like superfamily protein,mitochondria
AT5G10860.1,Cystathionine beta-synthase (CBS) family protein,mitochondria
AT5G11690.1,mitochondrial inner membrane translocase,mitochondria
AT5G11770.1,"NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial",mitochondria
AT5G12290.1,dgd1 suppressor 1,mitochondria
AT5G13430.1,Ubiquinol-cytochrome C reductase iron-sulfur subunit,mitochondria
AT5G13450.1,delta subunit of Mt ATP synthase,mitochondria
AT5G13450.2,"delta subunit of Mt ATP synthase (ATP5); FUNCTIONS IN: hydrogen ion transporting ATP synthase activity, rotational mechanism, cobalt ion binding, zinc ion binding; INVOLVED IN: ATP synthesis coupled proton transport; LOCATED IN: mitochondrion, chloroplast, plasma membrane, membrane, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1); EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, F1 complex, OSCP/delta subunit (InterPro:IPR000711); Has 5632 Blast hits to 5632 proteins in 1944 species: Archae - 0; Bacteria - 3697; Metazoa - 218; Fungi - 134; Plants - 154; Viruses - 0; Other Eukaryotes - 1429 (source: NCBI BLink).",mitochondria
AT5G13490.1,Encodes mitochondrial ADP/ATP carrier,mitochondria
AT5G13490.2,ADP/ATP carrier 2,mitochondria
AT5G14040.1,phosphate transporter 3;1,mitochondria
AT5G14580.1,"polyribonucleotide nucleotidyltransferase, putative",mitochondria
AT5G14590.1,Isocitrate/isopropylmalate dehydrogenase family protein,mitochondria
AT5G14660.1,"Encodes a peptide deformylase PDF1B. The crystal structure has been determined at a resolution of 0.24 nm (Biochem J, 2008, vol 413:417-427).",plastid stroma; mitochondria
AT5G14660.2,peptide deformylase 1B,plastid stroma; mitochondria
AT5G14780.1,formate dehydrogenase,mitochondria
AT5G15090.1,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.",mitochondria
AT5G15090.2,voltage dependent anion channel 3,mitochondria
AT5G15700.1,DNA/RNA polymerases superfamily protein,plastid; mitochondria
AT5G17660.1,tRNA (guanine-N-7) methyltransferase,plastid; mitochondria
AT5G18170.1,glutamate dehydrogenase 1,mitochondria
AT5G19020.1,mitochondrial editing factor 18,mitochondria
AT5G19760.1,Mitochondrial substrate carrier family protein,mitochondria
AT5G22800.1,"Alanyl-tRNA synthetase, class IIc",plastid stroma; mitochondria
AT5G23040.1,Protein of unknown function (DUF3353),mitochondria; envelope
AT5G23060.1,calcium sensing receptor,thylakoid-integral; mitochondria
AT5G23140.1,nuclear-encoded CLP protease P7,mitochondria
AT5G23250.1,"Succinyl-CoA ligase, alpha subunit",mitochondria
AT5G23250.2,"Succinyl-CoA ligase, alpha subunit",mitochondria
AT5G23395.1,Cox19-like CHCH family protein,peroxisome; mitochondria
AT5G23690.1,Polynucleotide adenylyltransferase family protein,mitochondria
AT5G24650.1,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,mitochondria; envelope-inner-integral
AT5G26830.1,Threonyl-tRNA synthetase,mitochondria
AT5G26860.1,lon protease 1,mitochondria
AT5G26940.1,Encodes a Mg2+-dependent DNA exonuclease that degrades organelle DNA during Arabidopsis pollen development.,plastid; mitochondria
AT5G26940.2,Encodes a Mg2+-dependent DNA exonuclease that degrades organelle DNA during Arabidopsis pollen development.,plastid; mitochondria
AT5G26940.3,Encodes a Mg2+-dependent DNA exonuclease that degrades organelle DNA during Arabidopsis pollen development.,plastid; mitochondria
AT5G26940.4,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",plastid; mitochondria
AT5G27540.1,"Encodes a protein with similarity to GTPases that is localized to the mitochondrion. Involved in embryogenesis, pollen tube growth and required for mitochondrial development.",mitochondria
AT5G27540.2,MIRO-related GTP-ase 1,mitochondria
AT5G27660.1,Trypsin family protein with PDZ domain,mitochondria
AT5G36250.1,Encodes a myristoylated 2C-type protein phosphatase that interacts with the catalytic subunit of SnRK1.,mitochondria
AT5G36950.1,DegP protease 10,plastid; mitochondria
AT5G37510.1,"NADH-ubiquinone dehydrogenase, mitochondrial, putative",mitochondria
AT5G37510.2,Encodes a subunit of the 400 kDa subcomplex of the mitochondrial NADH dehydrogenase (complex I). The protein has been isolated in the male gametophyte.,mitochondria
AT5G39950.1,thioredoxin 2,mitochondria; cytosol
AT5G40650.1,"One of three isoforms of the iron-sulfur component of the succinate dehydrogenase complex, a component of the mitochondrial respiratory chain complex II. The product of the nuclear encoded gene is imported into the mitochondrion. Expressed during germination and post-germinative growth.",mitochondria
AT5G40810.1,Cytochrome C1 family,mitochondria
AT5G40810.2,Cytochrome C1 family,mitochondria
AT5G43430.1,electron transfer flavoprotein beta,mitochondria
AT5G43430.2,"Encodes the electron transfer flavoprotein ETF beta, a putative subunit of the mitochondrial electron transfer flavoprotein complex (ETF alpha is At1g50940) in Arabidopsis. Mutations of the ETF beta gene result in accelerated senescence and early death compared to wild-type during extended darkness. Also involved in the catabolism of leucine and chlorophyll degradation pathway activated during darkness-induced carbohydrate deprivation.",mitochondria
AT5G43430.3,"Encodes the electron transfer flavoprotein ETF beta, a putative subunit of the mitochondrial electron transfer flavoprotein complex (ETF alpha is At1g50940) in Arabidopsis. Mutations of the ETF beta gene result in accelerated senescence and early death compared to wild-type during extended darkness. Also involved in the catabolism of leucine and chlorophyll degradation pathway activated during darkness-induced carbohydrate deprivation.",mitochondria
AT5G44785.1,organellar single-stranded DNA binding protein 3,mitochondria
AT5G44785.2,"organellar single-stranded DNA binding protein 3 (OSB3); FUNCTIONS IN: single-stranded DNA binding; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold (InterPro:IPR012340), Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Primosome PriB/single-strand DNA-binding (InterPro:IPR000424); BEST Arabidopsis thaliana protein match is: plastid transcriptionally active 9 (TAIR:AT4G20010.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",mitochondria
AT5G46180.1,ornithine-delta-aminotransferase,mitochondria
AT5G47030.1,"ATPase, F1 complex, delta/epsilon subunit",mitochondria
AT5G48970.1,Mitochondrial substrate carrier family protein,mitochondria
AT5G49840.1,ATP-dependent Clp protease,mitochondria
AT5G50370.1,"Adenylate kinase family protein; FUNCTIONS IN: copper ion binding, adenylate kinase activity; INVOLVED IN: nucleobase, nucleoside, nucleotide and nucleic acid metabolic process, anaerobic respiration, nucleotide metabolic process; LOCATED IN: mitochondrion, plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Adenylate kinase, active site lid domain (InterPro:IPR007862), Adenylate kinase, subfamily (InterPro:IPR006259), Adenylate kinase (InterPro:IPR000850); BEST Arabidopsis thaliana protein match is: adenylate kinase 1 (TAIR:AT5G63400.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",mitochondria
AT5G50850.1,Transketolase family protein,mitochondria
AT5G51050.1,Mitochondrial substrate carrier family protein,mitochondria
AT5G51080.1,"RNase H family protein; FUNCTIONS IN: ribonuclease H activity, nuclease activity, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Ribosomal protein L9/RNase H1, N-terminal (InterPro:IPR009027), Polynucleotidyl transferase, ribonuclease H fold (InterPro:IPR012337), Ribonuclease H (InterPro:IPR002156); BEST Arabidopsis thaliana protein match is: RNase H family protein (TAIR:AT1G24090.1); Has 2876 Blast hits to 2869 proteins in 551 species: Archae - 74; Bacteria - 1114; Metazoa - 4; Fungi - 0; Plants - 1278; Viruses - 0; Other Eukaryotes - 406 (source: NCBI BLink).",mitochondria
AT5G51080.2,"RNase H family protein; FUNCTIONS IN: ribonuclease H activity, nuclease activity, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Ribosomal protein L9/RNase H1, N-terminal (InterPro:IPR009027), Polynucleotidyl transferase, ribonuclease H fold (InterPro:IPR012337), Ribonuclease H (InterPro:IPR002156); BEST Arabidopsis thaliana protein match is: RNase H family protein (TAIR:AT1G24090.1); Has 2874 Blast hits to 2867 proteins in 550 species: Archae - 74; Bacteria - 1112; Metazoa - 4; Fungi - 0; Plants - 1278; Viruses - 0; Other Eukaryotes - 406 (source: NCBI BLink).",mitochondria
AT5G51080.3,"RNase H family protein; FUNCTIONS IN: ribonuclease H activity, nuclease activity, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Ribosomal protein L9/RNase H1, N-terminal (InterPro:IPR009027), Polynucleotidyl transferase, ribonuclease H fold (InterPro:IPR012337), Ribonuclease H (InterPro:IPR002156); BEST Arabidopsis thaliana protein match is: RNase H family protein (TAIR:AT1G24090.1); Has 2888 Blast hits to 2881 proteins in 553 species: Archae - 74; Bacteria - 1122; Metazoa - 4; Fungi - 0; Plants - 1278; Viruses - 0; Other Eukaryotes - 410 (source: NCBI BLink).",mitochondria
AT5G51440.1,"HSP20-like chaperones superfamily protein; CONTAINS InterPro DOMAIN/s: Heat shock protein Hsp20 (InterPro:IPR002068), HSP20-like chaperone (InterPro:IPR008978); BEST Arabidopsis thaliana protein match is: mitochondrion-localized small heat shock protein 23.6 (TAIR:AT4G25200.1); Has 3995 Blast hits to 3995 proteins in 1037 species: Archae - 138; Bacteria - 2214; Metazoa - 5; Fungi - 114; Plants - 1208; Viruses - 0; Other Eukaryotes - 316 (source: NCBI BLink).",mitochondria
AT5G51540.1,Zincin-like metalloproteases family protein,mitochondria
AT5G51740.1,Peptidase family M48 family protein,mitochondria
AT5G52520.1,Class II aaRS and biotin synthetases superfamily protein,plastid stroma; mitochondria
AT5G52630.1,mitochondrial RNAediting factor 1,mitochondria
AT5G52840.1,NADH-ubiquinone oxidoreductase-related,mitochondria
AT5G53350.1,CLP protease regulatory subunit X,mitochondria
AT5G54580.1,RNA-binding (RRM/RBD/RNP motifs) family protein,mitochondria
AT5G54770.1,"thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)",plastid stroma; mitochondria
AT5G55070.1,"Dihydrolipoamide succinyltransferase; FUNCTIONS IN: zinc ion binding, acyltransferase activity; INVOLVED IN: response to oxidative stress, metabolic process; LOCATED IN: cytosolic ribosome, mitochondrion; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: 2-oxo acid dehydrogenase, lipoyl-binding site (InterPro:IPR003016), Dihydrolipoamide succinyltransferase (InterPro:IPR006255), 2-oxoacid dehydrogenase acyltransferase, catalytic domain (InterPro:IPR001078), Single hybrid motif (InterPro:IPR011053), Biotin/lipoyl attachment (InterPro:IPR000089); BEST Arabidopsis thaliana protein match is: Dihydrolipoamide succinyltransferase (TAIR:AT4G26910.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",mitochondria
AT5G55200.1,Co-chaperone GrpE family protein,mitochondria
AT5G55610.1,"unknown protein; LOCATED IN: mitochondrion, chloroplast, plastid, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 3",mitochondria
AT5G55610.2,"unknown protein; LOCATED IN: mitochondrion, plastid, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",mitochondria
AT5G56090.1,cytochrome c oxidase 15,mitochondria
AT5G57300.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; FUNCTIONS IN: methyltransferase activity; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UbiE/COQ5 methyltransferase (InterPro:IPR004033); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT1G23360.1); Has 8727 Blast hits to 8715 proteins in 2245 species: Archae - 103; Bacteria - 5342; Metazoa - 137; Fungi - 134; Plants - 200; Viruses - 0; Other Eukaryotes - 2811 (source: NCBI BLink).,mitochondria
AT5G57300.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; FUNCTIONS IN: methyltransferase activity; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UbiE/COQ5 methyltransferase (InterPro:IPR004033); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT1G23360.1); Has 8727 Blast hits to 8715 proteins in 2245 species: Archae - 103; Bacteria - 5342; Metazoa - 137; Fungi - 134; Plants - 200; Viruses - 0; Other Eukaryotes - 2811 (source: NCBI BLink).,mitochondria
AT5G57300.3,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,mitochondria
AT5G57490.1,voltage dependent anion channel 4,mitochondria
AT5G58270.1,ABC transporter of the mitochondrion 3,mitochondria
AT5G61030.1,glycine-rich RNA-binding protein 3,mitochondria
AT5G61810.1,Encodes a mitochondrial ATP-Mg/Pi transporter. Binds to calcium.,mitochondria
AT5G61810.2,Encodes a mitochondrial ATP-Mg/Pi transporter. Binds to calcium.,mitochondria
AT5G62530.1,aldehyde dehydrogenase 12A1,mitochondria
AT5G62575.1,predicted to encode subunit 7 of mitochondrial complex II and to participate in the respiratory chain,mitochondria
AT5G63510.1,Encodes a mitochondrial gamma carbonic anhydrase-like protein. Component of the NADH dehydrogenase complex.,mitochondria
AT5G63510.2,Encodes a mitochondrial gamma carbonic anhydrase-like protein. Component of the NADH dehydrogenase complex.,mitochondria
AT5G63620.2,GroES-like zinc-binding alcohol dehydrogenase family protein,mitochondria
AT5G64050.1,glutamate tRNA synthetase,plastid stroma; mitochondria
AT5G64950.1,Mitochondrial transcription termination factor family protein,mitochondria
AT5G65620.1,Zincin-like metalloproteases family protein,plastid stroma; mitochondria
AT5G65720.1,nitrogen fixation S (NIFS)-like 1,mitochondria
AT5G65720.2,Encodes a cysteine desulfurase whose activity is dependent on AtSufE activation. It requires pyridoxal phosphate (PLP) for proper folding. Its catalytic efficiency is increase three-fold in the presence of AtFH (frataxin).,mitochondria
AT5G66510.1,Encodes mitochondrial gamma carbonic anhydrase. Component of the NADH dehydrogenase complex.,mitochondria
AT5G66510.2,Encodes mitochondrial gamma carbonic anhydrase. Component of the NADH dehydrogenase complex.,mitochondria
AT5G66760.1,succinate dehydrogenase 1-1,mitochondria
AT5G67500.1,voltage dependent anion channel 2,mitochondria
AT5G67500.2,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.",mitochondria
AT5G67590.1,NADH-ubiquinone oxidoreductase-related,mitochondria
ATMG00060.1,NADH dehydrogenase subunit 5C,mitochondria
ATMG00070.1,NADH dehydrogenase subunit 9,mitochondria
ATMG00090.1,structural constituent of ribosome;protein binding,mitochondria
ATMG00160.1,cytochrome oxidase 2,mitochondria
ATMG00270.1,NADH dehydrogenase 6,mitochondria
ATMG00285.1,"encodes subunit of mitochondrial NAD(P)H dehydrogenase that is trans-spliced from two precursors, NAD2A and NAD2B.",mitochondria
ATMG00290.1,mitochondrial ribosomal protein S4,mitochondria
ATMG00300.1,Gag-Pol-related retrotransposon family protein,mitochondria
ATMG00410.1,ATPase subunit 6-1,mitochondria
ATMG00480.1,"Plant mitochondrial ATPase, F0 complex, subunit 8 protein",mitochondria
ATMG00510.1,NADH dehydrogenase subunit 7,mitochondria
ATMG00513.1,"Mitochondrial NADH dehydrogenase subunit 5. The gene is trans-spliced from three different pre-cursors, NAD5a, NAD5b and NAD5c.",mitochondria
ATMG00516.1,"Encodes subunit of mitochondrial NAD(P)H dehydrogenase that is trans-spliced from three precursors, NAD1A, NAD1B, and NAD1C.",mitochondria
ATMG00580.1,NADH dehydrogenase subunit 4,mitochondria
ATMG00640.1,"hydrogen ion transporting ATP synthases, rotational mechanism;zinc ion binding",mitochondria
ATMG00665.1,"Mitochondrial NADH dehydrogenase subunit 5. The gene is trans-spliced from three different pre-cursors, NAD5a, NAD5b and NAD5c.",mitochondria
ATMG00710.1,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",mitochondria
ATMG00730.1,cytochrome c oxidase subunit 3,mitochondria
ATMG00990.1,NADH dehydrogenase 3,mitochondria
ATMG01080.1,mitochondrial F0-ATPase subunit 9,mitochondria
ATMG01120.1,"Encodes subunit of mitochondrial NAD(P)H dehydrogenase that is trans-spliced from three precursors, NAD1A, NAD1B, and NAD1C.",mitochondria
ATMG01170.1,ATPase subunit 6,mitochondria
ATMG01190.1,ATP synthase subunit 1,mitochondria
ATMG01275.1,NADH dehydrogenase 1A,mitochondria
ATMG01320.1,NADH dehydrogenase 2B,mitochondria
ATMG01360.1,cytochrome oxidase,mitochondria
