Accession,STD Annot.,Curated Loc.
AT5G44290.1,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G03740.1); Has 122706 Blast hits to 121395 proteins in 4473 species: Archae - 82; Bacteria - 13422; Metazoa - 46349; Fungi - 12470; Plants - 30311; Viruses - 462; Other Eukaryotes - 19610 (source: NCBI BLink).",plasma membrane
AT5G44290.2,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G03740.1); Has 122876 Blast hits to 121564 proteins in 4512 species: Archae - 83; Bacteria - 13490; Metazoa - 46415; Fungi - 12500; Plants - 30316; Viruses - 462; Other Eukaryotes - 19610 (source: NCBI BLink).",plasma membrane
AT5G44290.3,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G03740.1); Has 122706 Blast hits to 121395 proteins in 4473 species: Archae - 82; Bacteria - 13422; Metazoa - 46349; Fungi - 12470; Plants - 30311; Viruses - 462; Other Eukaryotes - 19610 (source: NCBI BLink).",plasma membrane
AT5G44390.1,FAD-binding Berberine family protein,plasma membrane
AT5G48380.1,BAK1-interacting receptor-like kinase 1,plasma membrane
AT5G49150.1,Encodes a transmembrane domain containing protein expressed in sperm cells. Target promoter of the male germline-specific transcription factor DUO1.,plasma membrane
AT5G49720.1,glycosyl hydrolase 9A1,vacuole; plasma membrane; ER
AT5G49730.1,"Encodes a plasma membrane-located ferric chelate reductase. Its mRNA is expressed in green aerial tissues (shoot, flower and cotyledon) in a light- and cell differentiation-specific manner.",plasma membrane
AT5G50000.1,Protein kinase superfamily protein,plasma membrane
AT5G51480.1,SKU5 similar 2,plasma membrane
AT5G51570.1,SPFH/Band 7/PHB domain-containing membrane-associated protein family,plasma membrane
AT5G52240.1,Encodes a protein with similarity to progesterone-binding proteins in animals. Has been shown to bind steroids in vitro. Expressed in aerial portions of the plant excluding mature flowers and siliques. Antisense experiments suggest a role in inhibition of hypocotyl cell elongation. Expression is suppressed light grown seedlings transferred to the dark.,plasma membrane
AT5G52240.2,Encodes a protein with similarity to progesterone-binding proteins in animals. Has been shown to bind steroids in vitro. Expressed in aerial portions of the plant excluding mature flowers and siliques. Antisense experiments suggest a role in inhibition of hypocotyl cell elongation. Expression is suppressed light grown seedlings transferred to the dark.,plasma membrane
AT5G53130.1,cyclic nucleotide gated channel 1,plasma membrane
AT5G53470.1,"Encodes an acyl-CoA binding protein that is localized to vesicles,and plasma membrane especially in epidermal cells of heart, torpedo and cotyledon stage embryos, cell wall of the seed coat. Northern blot analysis showed that the 1.4 kb ACBP1 mRNA was expressed in silique, root, stem, leaf and flower.",plasma membrane; ER
AT5G53560.1,cytochrome B5 isoform E,plasma membrane
AT5G54380.1,protein kinase family protein,plasma membrane
AT5G55480.1,SHV3-like 1,plasma membrane
AT5G55730.1,Encodes fasciclin-like arabinogalactan-protein 1 (Fla1). fla1 mutants show defects in shoot regeneration.,plasma membrane
AT5G55730.2,FASCICLIN-like arabinogalactan 1,plasma membrane
AT5G56460.1,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT5G01020.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",plasma membrane
AT5G57110.1,"Arabidopsis-autoinhibited Ca2+ -ATPase, isoform 8, contains all of the characteristic motifs of Ca2+ -transporting P-type Ca2+ -ATPases and is localized to the plasma membrane.",plasma membrane
AT5G57110.2,"autoinhibited Ca2+ -ATPase, isoform 8",plasma membrane
AT5G57350.1,member of Plasma membrane H+-ATPase family,plasma membrane
AT5G57350.2,H(+)-ATPase 3,plasma membrane
AT5G58090.1,O-Glycosyl hydrolases family 17 protein,plasma membrane
AT5G58140.1,"Membrane-bound protein serine/threonine kinase that functions as blue light photoreceptor in redundancy with PHO1. Involved in stomatal opening, chloroplast movement and phototropism. Mediates blue light-induced growth enhancements. PHOT1 and PHOT2 mediate blue light-dependent activation of the plasma membrane H+-ATPase in guard cell protoplasts. PHOT2 possesses two LOV (LOV1 and LOV2, for light-oxygen-voltage-sensing) domains involved in FMN-binding and a C-terminus forming a serine/threonine kinase domain. LOV2 acts as an inhibitor of phototropin kinase in the dark, and light cancels the inhibition through cysteine-FMN adduct formation. LOV1 in contrast acts as an attenuator of photoactivation. Localized to the Golgi apparatus under the induction of blue light.",plasma membrane; golgi; cytosol
AT5G58140.2,phototropin 2,plasma membrane; golgi; cytosol
AT5G58140.3,"Membrane-bound protein serine/threonine kinase that functions as blue light photoreceptor in redundancy with PHO1. Involved in stomatal opening, chloroplast movement and phototropism. Mediates blue light-induced growth enhancements. PHOT1 and PHOT2 mediate blue light-dependent activation of the plasma membrane H+-ATPase in guard cell protoplasts. PHOT2 possesses two LOV (LOV1 and LOV2, for light-oxygen-voltage-sensing) domains involved in FMN-binding and a C-terminus forming a serine/threonine kinase domain. LOV2 acts as an inhibitor of phototropin kinase in the dark, and light cancels the inhibition through cysteine-FMN adduct formation. LOV1 in contrast acts as an attenuator of photoactivation. Localized to the Golgi apparatus under the induction of blue light.",plasma membrane; golgi; cytosol
AT5G58140.4,"Membrane-bound protein serine/threonine kinase that functions as blue light photoreceptor in redundancy with PHO1. Involved in stomatal opening, chloroplast movement and phototropism. Mediates blue light-induced growth enhancements. PHOT1 and PHOT2 mediate blue light-dependent activation of the plasma membrane H+-ATPase in guard cell protoplasts. PHOT2 possesses two LOV (LOV1 and LOV2, for light-oxygen-voltage-sensing) domains involved in FMN-binding and a C-terminus forming a serine/threonine kinase domain. LOV2 acts as an inhibitor of phototropin kinase in the dark, and light cancels the inhibition through cysteine-FMN adduct formation. LOV1 in contrast acts as an attenuator of photoactivation. Localized to the Golgi apparatus under the induction of blue light.",plasma membrane; golgi; cytosol
AT5G58150.1,"Leucine-rich repeat protein kinase family protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat (InterPro:IPR001611), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat protein kinase family protein (TAIR:AT2G24230.1); Has 123029 Blast hits to 76063 proteins in 2552 species: Archae - 68; Bacteria - 12544; Metazoa - 35496; Fungi - 3406; Plants - 61900; Viruses - 119; Other Eukaryotes - 9496 (source: NCBI BLink).",plasma membrane
AT5G58300.1,"Leucine-rich repeat protein kinase family protein; FUNCTIONS IN: protein serine/threonine kinase activity, kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat protein kinase family protein (TAIR:AT3G08680.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",plasma membrane
AT5G58300.2,Leucine-rich repeat protein kinase family protein,plasma membrane
AT5G58580.1,"TOXICOS EN LEVADURA 63 (ATL63); FUNCTIONS IN: zinc ion binding; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, C3HC4 RING-type (InterPro:IPR018957); BEST Arabidopsis thaliana protein match is: TOXICOS EN LEVADURA 2 (TAIR:AT3G16720.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",plasma membrane
AT5G59010.1,Protein kinase protein with tetratricopeptide repeat domain,plasma membrane
AT5G59310.1,lipid transfer protein 4,plasma membrane
AT5G60920.1,COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family,plasma membrane
AT5G61740.1,member of ATH subfamily,plasma membrane
AT5G65700.1,"Encodes a CLAVATA1-related receptor kinase-like protein required for both shoot and flower meristem function. Very similar to BAM2,with more than 85% a.a. identity. It has a broad expression pattern and is involved in vascular strand development in the leaf, control of leaf shape, size and symmetry, male gametophyte development and ovule specification and function. Anthers of double mutants (bam1bam2) appeared abnormal at a very early stage and lack the endothecium, middle, and tapetum layers. Further analyses revealed that cells interior to the epidermis (in anther tissue) acquire some characteristics of pollen mother cells (PMCs), suggesting defects in cell fate specification. The pollen mother-like cells degenerate before the completion of meiosis, suggesting that these cells are defective. In addition, the BAM1 expression pattern supports both an early role in promoting somatic cell fates and a subsequent function in the PMCs.",plasma membrane
AT5G66210.1,member of Calcium Dependent Protein Kinase,plasma membrane
AT5G66210.2,calcium-dependent protein kinase 28,plasma membrane
AT5G66210.3,member of Calcium Dependent Protein Kinase,plasma membrane
AT5G66210.4,calcium-dependent protein kinase 28,plasma membrane
AT5G67200.1,Leucine-rich repeat protein kinase family protein,plasma membrane
